Left,Label
DB00366,16
DB00366,0
DB00470,16
DB00470,0
DB01236,16
DB01236,0
DB00281,16
DB01009,0
DB00283,16
DB00283,0
DB01209,16
DB00817,0
DB08815,16
DB08815,0
DB01017,16
DB01017,0
DB01567,16
DB01567,0
DB01202,16
DB01127,0
DB00470,16
DB04398,0
DB09072,16
DB09072,0
DB01440,16
DB01440,0
DB01320,16
DB01320,0
DB00652,16
DB00724,0
DB00497,16
DB00497,0
DB00494,16
DB08864,0
DB01017,16
DB00573,0
DB00366,16
DB00366,0
DB06204,16
DB00281,0
DB00996,16
DB00976,0
DB06204,16
DB06204,0
DB00653,16
DB08930,0
DB00312,16
DB00312,0
DB09072,16
DB09072,0
DB01242,16
DB01262,0
DB01154,16
DB00635,0
DB00318,16
DB00318,0
DB00470,16
DB00470,0
DB01614,16
DB00917,0
DB00470,16
DB00288,0
DB11148,16
DB11148,0
DB09072,16
DB01029,0
DB09072,16
DB06795,0
DB09071,16
DB00347,0
DB09072,16
DB09072,0
DB00474,16
DB11575,0
DB00475,16
DB00475,0
DB00892,16
DB00582,0
DB00557,16
DB00664,0
DB00470,16
DB00470,0
DB09072,16
DB06603,0
DB00356,16
DB01413,0
DB01086,16
DB01086,0
DB00484,16
DB00945,0
DB00794,16
DB00794,0
DB00486,16
DB00486,0
DB01002,16
DB01002,0
DB01151,16
DB09087,0
DB00961,16
DB00961,0
DB00193,16
DB00193,0
DB00557,16
DB00557,0
DB00486,16
DB09198,0
DB00962,16
DB00153,0
DB00484,16
DB09280,0
DB01065,16
DB01065,0
DB00241,16
DB01168,0
DB01595,16
DB01595,0
DB00484,16
DB00484,0
DB00660,16
DB00769,0
DB09072,16
DB09072,0
DB01588,16
DB01619,0
DB00246,16
DB00246,0
DB08883,16
DB09209,0
DB01100,16
DB01100,0
DB09017,16
DB09017,0
DB09072,16
DB00424,0
DB08883,16
DB05271,0
DB11609,16
DB11609,0
DB00470,16
DB00470,0
DB08883,16
DB08883,0
DB01623,16
DB06736,0
DB00950,16
DB00950,0
DB01017,16
DB01017,0
DB00771,16
DB00468,0
DB00807,16
DB00807,0
DB01028,16
DB01028,0
DB00176,16
DB01364,0
DB00486,16
DB00662,0
DB00557,16
DB09555,0
DB00484,16
DB00484,0
DB00933,16
DB00933,0
DB00434,16
DB00126,0
DB08883,16
DB00633,0
DB01202,16
DB01202,0
DB00433,16
DB00302,0
DB00484,16
DB00484,0
DB00653,16
DB00653,0
DB00907,16
DB00335,0
DB09166,16
DB06737,0
DB09072,16
DB09072,0
DB00771,16
DB00289,0
DB00653,16
DB00653,0
DB06204,16
DB06204,0
DB00484,16
DB00484,0
DB00420,16
DB08871,0
DB00423,16
DB01155,0
DB00470,16
DB00470,0
DB00366,16
DB00571,0
DB08883,16
DB09389,0
DB00653,16
DB00653,0
DB00283,16
DB00857,0
DB00281,16
DB00281,0
DB08883,16
DB00458,0
DB09017,16
DB09017,0
DB00599,16
DB00599,0
DB09072,16
DB09072,0
DB06204,16
DB06204,0
DB08922,16
DB08922,0
DB09072,16
DB00741,0
DB08883,16
DB08883,0
DB00653,16
DB00653,0
DB01017,16
DB01017,0
DB00366,16
DB00366,0
DB13872,16
DB13872,0
DB06204,16
DB00829,0
DB00972,16
DB08887,0
DB00747,16
DB00014,0
DB06204,16
DB06204,0
DB01614,16
DB01614,0
DB00484,16
DB08802,0
DB00486,16
DB00642,0
DB09072,16
DB09072,0
DB00470,16
DB00470,0
DB01017,16
DB01017,0
DB01618,16
DB01618,0
DB08883,16
DB01006,0
DB00557,16
DB06636,0
DB01081,16
DB09183,0
DB01002,16
DB11231,0
DB06216,16
DB06216,0
DB06204,16
DB03793,0
DB00502,16
DB00502,0
DB11148,16
DB00722,0
DB00683,16
DB02546,0
DB00771,16
DB00706,0
DB00420,16
DB00420,0
DB00486,16
DB00551,0
DB00246,16
DB00246,0
DB00333,16
DB00333,0
DB00176,16
DB01420,0
DB00334,16
DB00334,0
DB00557,16
DB00557,0
DB00653,16
DB00653,0
DB06204,16
DB01621,0
DB00653,16
DB00653,0
DB06204,16
DB06204,0
DB09072,16
DB09072,0
DB01017,16
DB09209,0
DB00527,16
DB01045,0
DB00647,16
DB00979,0
DB00933,16
DB00285,0
DB00470,16
DB01147,0
DB00366,16
DB00366,0
DB01433,16
DB01433,0
DB01017,16
DB01017,0
DB01017,16
DB00331,0
DB06204,16
DB06204,0
DB13872,16
DB13872,0
DB00628,16
DB00718,0
DB01235,16
DB00271,0
DB00625,16
DB00625,0
DB00623,16
DB00964,0
DB04953,16
DB04953,0
DB01017,16
DB05521,0
DB06204,16
DB01602,0
DB00557,16
DB00557,0
DB00484,16
DB00484,0
DB01558,16
DB00411,0
DB00418,16
DB00418,0
DB01017,16
DB01261,0
DB00296,16
DB01332,0
DB00420,16
DB00420,0
DB00486,16
DB00486,0
DB00427,16
DB00357,0
DB00470,16
DB00470,0
DB06204,16
DB01004,0
DB00831,16
DB11574,0
DB01017,16
DB00634,0
DB00835,16
DB01377,0
DB09286,16
DB00724,0
DB00363,16
DB00363,0
DB00366,16
DB08983,0
DB00292,16
DB00292,0
DB00904,16
DB01085,0
DB00470,16
DB00126,0
DB01017,16
DB01295,0
DB06204,16
DB09285,0
DB00474,16
DB00889,0
DB00475,16
DB00475,0
DB06690,16
DB06690,0
DB00477,16
DB00866,0
DB00557,16
DB00520,0
DB00366,16
DB00842,0
DB00470,16
DB00470,0
DB00454,16
DB00613,0
DB00484,16
DB01250,0
DB00321,16
DB09095,0
DB01437,16
DB00236,0
DB00228,16
DB00938,0
DB01433,16
DB00636,0
DB00231,16
DB00231,0
DB00323,16
DB09053,0
DB00484,16
DB09054,0
DB00484,16
DB00484,0
DB00557,16
DB00557,0
DB08883,16
DB08883,0
DB00656,16
DB00715,0
DB06204,16
DB06204,0
DB09128,16
DB09128,0
DB00486,16
DB00486,0
DB01239,16
DB01239,0
DB00949,16
DB00949,0
DB01353,16
DB06695,0
DB00484,16
DB09138,0
DB01351,16
DB00918,0
DB00486,16
DB01587,0
DB01356,16
DB01598,0
DB00708,16
DB00708,0
DB00708,16
DB00708,0
DB09072,16
DB09072,0
DB06144,16
DB04938,0
DB13872,16
DB13872,0
DB00366,16
DB00366,0
DB00470,16
DB03796,0
DB00252,16
DB06201,0
DB06204,16
DB06204,0
DB09072,16
DB00608,0
DB08883,16
DB08883,0
DB00490,16
DB00490,0
DB09072,16
DB09072,0
DB00494,16
DB00494,0
DB01567,16
DB01567,0
DB00497,16
DB00497,0
DB06204,16
DB06204,0
DB01075,16
DB09074,0
DB01142,16
DB01142,0
DB08883,16
DB08883,0
DB00366,16
DB00366,0
DB09342,16
DB09094,0
DB00298,16
DB00298,0
DB06144,16
DB06144,0
DB00366,16
DB09018,0
DB01215,16
DB00927,0
DB00497,16
DB04861,0
DB00494,16
DB01121,0
DB00297,16
DB08895,0
DB08883,16
DB06480,0
DB06204,16
DB01440,0
DB00490,16
DB00490,0
DB00486,16
DB00517,0
DB01614,16
DB01614,0
DB00557,16
DB00557,0
DB00425,16
DB01395,0
DB08883,16
DB01410,0
DB00193,16
DB01175,0
DB00557,16
DB00557,0
DB06204,16
DB06204,0
DB00557,16
DB09223,0
DB00475,16
DB01218,0
DB09072,16
DB09072,0
DB06204,16
DB00350,0
DB09072,16
DB00367,0
DB00366,16
DB08899,0
DB06738,16
DB01042,0
DB00892,16
DB00892,0
DB00611,16
DB00611,0
DB01017,16
DB01157,0
DB00470,16
DB00470,0
DB00897,16
DB00897,0
DB00356,16
DB01130,0
DB01142,16
DB01142,0
DB00486,16
DB00486,0
DB01086,16
DB01086,0
DB00898,16
DB04861,0
DB00899,16
DB05521,0
DB00557,16
DB00985,0
DB00486,16
DB01019,0
DB00484,16
DB00484,0
DB00996,16
DB00996,0
DB01563,16
DB01563,0
DB06738,16
DB01070,0
DB01017,16
DB01017,0
DB00653,16
DB00653,0
DB00557,16
DB09123,0
DB00854,16
DB08795,0
DB00486,16
DB00486,0
DB00484,16
DB00955,0
DB00486,16
DB01295,0
DB00484,16
DB00669,0
DB00875,16
DB00153,0
DB00486,16
DB09561,0
DB00557,16
DB00557,0
DB00854,16
DB01205,0
DB00486,16
DB00486,0
DB00486,16
DB13153,0
DB01235,16
DB00765,0
DB09342,16
DB00993,0
DB00366,16
DB00854,0
DB00470,16
DB00381,0
DB00771,16
DB09076,0
DB01589,16
DB00922,0
DB01588,16
DB01588,0
DB09072,16
DB09009,0
DB00484,16
DB08439,0
DB00540,16
DB00540,0
DB01238,16
DB12924,0
DB00527,16
DB01177,0
DB01242,16
DB09167,0
DB01176,16
DB01176,0
DB00313,16
DB00313,0
DB00312,16
DB08971,0
DB00996,16
DB00170,0
DB08883,16
DB01607,0
DB08815,16
DB08877,0
DB01178,16
DB01178,0
DB00318,16
DB00318,0
DB08883,16
DB08883,0
DB01017,16
DB01017,0
DB01219,16
DB00302,0
DB01621,16
DB01621,0
DB00557,16
DB06698,0
DB00557,16
DB00557,0
DB00486,16
DB01256,0
DB09072,16
DB01042,0
DB01215,16
DB01180,0
DB08883,16
DB01291,0
DB09072,16
DB00236,0
DB00653,16
DB01604,0
DB00557,16
DB00557,0
DB00656,16
DB00656,0
DB09224,16
DB09224,0
DB00366,16
DB00967,0
DB06204,16
DB06204,0
DB06144,16
DB00303,0
DB09225,16
DB09225,0
DB00484,16
DB05676,0
DB08883,16
DB06155,0
DB00486,16
DB00486,0
DB01595,16
DB08795,0
DB00484,16
DB00999,0
DB00950,16
DB00950,0
DB00296,16
DB00296,0
DB00297,16
DB01133,0
DB00653,16
DB00653,0
DB00295,16
DB01577,0
DB00557,16
DB00557,0
DB09071,16
DB01291,0
DB00298,16
DB12026,0
DB00366,16
DB00391,0
DB00486,16
DB01614,0
DB00484,16
DB00484,0
DB00653,16
DB00653,0
DB00653,16
DB00653,0
DB00653,16
DB01182,0
DB00985,16
DB00985,0
DB00980,16
DB00699,0
DB01106,16
DB01106,0
DB00458,16
DB09153,0
DB01100,16
DB00657,0
DB06282,16
DB00621,0
DB00366,16
DB11793,0
DB00683,16
DB00535,0
DB01017,16
DB00877,0
DB06204,16
DB11126,0
DB00961,16
DB00961,0
DB00366,16
DB09161,0
DB01017,16
DB01017,0
DB00273,16
DB00929,0
DB11609,16
DB11609,0
DB01587,16
DB00847,0
DB01466,16
DB01466,0
DB00363,16
DB00211,0
DB01466,16
DB01466,0
DB06738,16
DB06738,0
DB09068,16
DB09068,0
DB00557,16
DB00557,0
DB06288,16
DB00537,0
DB01161,16
DB00882,0
DB09286,16
DB09286,0
DB01017,16
DB00582,0
DB00470,16
DB00470,0
DB00427,16
DB01349,0
DB00794,16
DB00794,0
DB00484,16
DB00484,0
DB00252,16
DB08800,0
DB00181,16
DB04571,0
DB09072,16
DB01033,0
DB01017,16
DB09041,0
DB00540,16
DB06603,0
DB00543,16
DB01436,0
DB00679,16
DB00679,0
DB01017,16
DB00239,0
DB00898,16
DB01019,0
DB00470,16
DB13747,0
DB01544,16
DB01544,0
DB00949,16
DB00949,0
DB00768,16
DB11793,0
DB06204,16
DB06817,0
DB00470,16
DB00783,0
DB08922,16
DB01188,0
DB09072,16
DB01544,0
DB00366,16
DB00366,0
DB09072,16
DB09232,0
DB09072,16
DB00863,0
DB01614,16
DB01048,0
DB08883,16
DB08883,0
DB00813,16
DB01186,0
DB01545,16
DB01545,0
DB00423,16
DB00423,0
DB00420,16
DB01366,0
DB06282,16
DB00896,0
DB00818,16
DB01275,0
DB00427,16
DB11239,0
DB00484,16
DB01093,0
DB00486,16
DB00962,0
DB00653,16
DB00653,0
DB00683,16
DB00714,0
DB00962,16
DB00962,0
DB06204,16
DB06204,0
DB00768,16
DB00768,0
DB01017,16
DB01017,0
DB00434,16
DB02703,0
DB09009,16
DB09009,0
DB00557,16
DB00557,0
DB01558,16
DB01558,0
DB00653,16
DB00653,0
DB01017,16
DB01017,0
DB01017,16
DB01017,0
DB01106,16
DB09135,0
DB00949,16
DB00949,0
DB09117,16
DB09117,0
DB00794,16
DB00794,0
DB08883,16
DB01326,0
DB00486,16
DB06715,0
DB00366,16
DB00611,0
DB00752,16
DB00752,0
DB00996,16
DB00996,0
DB04844,16
DB04844,0
DB09224,16
DB09224,0
DB04842,16
DB04842,0
DB01587,16
DB00959,0
DB01017,16
DB06402,0
DB01580,16
DB00243,0
DB00708,16
DB00708,0
DB00470,16
DB00945,0
DB01017,16
DB01017,0
DB09072,16
DB09072,0
DB01588,16
DB00866,0
DB00690,16
DB01275,0
DB00312,16
DB09338,0
DB00486,16
DB00486,0
DB00323,16
DB00323,0
DB00484,16
DB11989,0
DB00697,16
DB00697,0
DB01017,16
DB01017,0
DB06204,16
DB06204,0
DB09166,16
DB09166,0
DB01580,16
DB01580,0
DB06204,16
DB06204,0
DB09342,16
DB09342,0
DB01081,16
DB01081,0
DB01086,16
DB01086,0
DB01161,16
DB01161,0
DB06204,16
DB06204,0
DB01017,16
DB01012,0
DB00633,16
DB00633,0
DB08883,16
DB01327,0
DB01017,16
DB01466,0
DB08883,16
DB08883,0
DB00653,16
DB00653,0
DB01017,16
DB00953,0
DB09345,16
DB13783,0
DB01242,16
DB01242,0
DB00623,16
DB00529,0
DB00341,16
DB01113,0
DB00633,16
DB00633,0
DB01595,16
DB09049,0
DB09224,16
DB09224,0
DB01028,16
DB01028,0
DB00470,16
DB12598,0
DB00186,16
DB01204,0
DB01154,16
DB00617,0
DB00181,16
DB00817,0
DB01017,16
DB01017,0
DB00807,16
DB00627,0
DB00801,16
DB00801,0
DB00484,16
DB00484,0
DB00470,16
DB00470,0
DB00802,16
DB00802,0
DB00484,16
DB09071,0
DB00831,16
DB09516,0
DB00486,16
DB00486,0
DB00366,16
DB09204,0
DB01017,16
DB01017,0
DB00470,16
DB00529,0
DB00186,16
DB00186,0
DB00181,16
DB09212,0
DB01489,16
DB00491,0
DB08987,16
DB08987,0
DB00543,16
DB00543,0
DB00189,16
DB00189,0
DB00470,16
DB00470,0
DB00747,16
DB00747,0
DB00653,16
DB00653,0
DB06204,16
DB11630,0
DB00555,16
DB00764,0
DB01017,16
DB13025,0
DB00557,16
DB01581,0
DB08883,16
DB06335,0
DB00366,16
DB00366,0
DB00486,16
DB00486,0
DB00748,16
DB00748,0
DB00237,16
DB01083,0
DB00653,16
DB08897,0
DB01551,16
DB01551,0
DB01615,16
DB00163,0
DB00231,16
DB01418,0
DB06594,16
DB01367,0
DB01614,16
DB01614,0
DB00484,16
DB13873,0
DB11609,16
DB11609,0
DB00486,16
DB00486,0
DB00470,16
DB00513,0
DB08910,16
DB00310,0
DB00470,16
DB00470,0
DB00557,16
DB00557,0
DB13025,16
DB00290,0
DB04842,16
DB04842,0
DB09017,16
DB11079,0
DB09072,16
DB09072,0
DB01174,16
DB01174,0
DB00470,16
DB00470,0
DB09017,16
DB09017,0
DB01221,16
DB01221,0
DB00486,16
DB00486,0
DB01224,16
DB00610,0
DB01017,16
DB00229,0
DB00653,16
DB00653,0
DB00898,16
DB00898,0
DB00292,16
DB11921,0
DB00295,16
DB03128,0
DB00470,16
DB00470,0
DB00297,16
DB00297,0
DB00298,16
DB00298,0
DB08883,16
DB04951,0
DB00557,16
DB00557,0
DB00366,16
DB00366,0
DB06770,16
DB00222,0
DB00593,16
DB11156,0
DB06204,16
DB06204,0
DB01154,16
DB01244,0
DB01068,16
DB01194,0
DB01151,16
DB01151,0
DB01589,16
DB01589,0
DB01065,16
DB01065,0
DB00599,16
DB00599,0
DB00557,16
DB09095,0
DB01511,16
DB00415,0
DB09128,16
DB09128,0
DB01017,16
DB01017,0
DB06204,16
DB01004,0
DB00283,16
DB00283,0
DB09017,16
DB09017,0
DB00281,16
DB00281,0
DB00366,16
DB01452,0
DB01017,16
DB00955,0
DB00486,16
DB00486,0
DB00484,16
DB00484,0
DB01017,16
DB01017,0
DB00875,16
DB00014,0
DB01355,16
DB01355,0
DB00486,16
DB00486,0
DB08883,16
DB08871,0
DB00653,16
DB00653,0
DB00628,16
DB00275,0
DB06204,16
DB06204,0
DB00625,16
DB00625,0
DB00283,16
DB00283,0
DB00653,16
DB00706,0
DB00470,16
DB00228,0
DB09072,16
DB09072,0
DB00623,16
DB00912,0
DB08883,16
DB00572,0
DB09072,16
DB09072,0
DB01017,16
DB01017,0
DB01433,16
DB01433,0
DB08883,16
DB00619,0
DB00557,16
DB00557,0
DB00653,16
DB00653,0
DB00985,16
DB00985,0
DB00980,16
DB00980,0
DB00470,16
DB06193,0
DB09072,16
DB00634,0
DB00557,16
DB00557,0
DB00484,16
DB00484,0
DB00486,16
DB00353,0
DB00980,16
DB06800,0
DB00470,16
DB00470,0
DB09017,16
DB09017,0
DB08883,16
DB08883,0
DB00484,16
DB00484,0
DB00829,16
DB00829,0
DB00842,16
DB00842,0
DB00844,16
DB00915,0
DB00653,16
DB00469,0
DB00652,16
DB09134,0
DB01221,16
DB00710,0
DB01227,16
DB00626,0
DB01028,16
DB00357,0
DB00708,16
DB00708,0
DB01017,16
DB01017,0
DB12532,16
DB12532,0
DB08883,16
DB11994,0
DB00470,16
DB00470,0
DB00484,16
DB01390,0
DB00486,16
DB00486,0
DB01545,16
DB01207,0
DB06204,16
DB09268,0
DB00653,16
DB00653,0
DB00366,16
DB00870,0
DB01017,16
DB09214,0
DB13872,16
DB13872,0
DB01227,16
DB01227,0
DB01017,16
DB01017,0
DB00486,16
DB04948,0
DB00366,16
DB00366,0
DB00484,16
DB06725,0
DB00475,16
DB00620,0
DB06204,16
DB06204,0
DB00366,16
DB00366,0
DB01209,16
DB00485,0
DB01002,16
DB01262,0
DB00557,16
DB09561,0
DB06204,16
DB06204,0
DB06204,16
DB06204,0
DB00801,16
DB00279,0
DB09072,16
DB00391,0
DB01017,16
DB00341,0
DB01544,16
DB01544,0
DB01545,16
DB01545,0
DB00470,16
DB00341,0
DB00508,16
DB00508,0
DB00802,16
DB00838,0
DB00653,16
DB00653,0
DB01151,16
DB09265,0
DB00366,16
DB00366,0
DB00813,16
DB00199,0
DB01017,16
DB06262,0
DB00273,16
DB00273,0
DB00628,16
DB00628,0
DB01176,16
DB01176,0
DB00292,16
DB00292,0
DB01174,16
DB00832,0
DB00486,16
DB00486,0
DB00690,16
DB00690,0
DB01558,16
DB09449,0
DB00241,16
DB00241,0
DB09072,16
DB09072,0
DB01178,16
DB01178,0
DB00246,16
DB01597,0
DB06594,16
DB06594,0
DB08815,16
DB08815,0
DB00370,16
DB00370,0
DB00470,16
DB00470,0
DB00557,16
DB00557,0
DB00484,16
DB01127,0
DB00557,16
DB00899,0
DB00985,16
DB00985,0
DB01017,16
DB01017,0
DB08815,16
DB01012,0
DB00486,16
DB00370,0
DB00980,16
DB00980,0
DB00484,16
DB00484,0
DB09072,16
DB00685,0
DB09072,16
DB09072,0
DB01086,16
DB01086,0
DB00228,16
DB00228,0
DB01081,16
DB01288,0
DB00653,16
DB01280,0
DB00486,16
DB00330,0
DB00434,16
DB13747,0
DB00647,16
DB00526,0
DB09225,16
DB09225,0
DB11609,16
DB11609,0
DB00433,16
DB00433,0
DB01558,16
DB01558,0
DB00470,16
DB00470,0
DB09071,16
DB04786,0
DB01501,16
DB00687,0
DB00557,16
DB00557,0
DB01002,16
DB01002,0
DB01551,16
DB01551,0
DB06204,16
DB06204,0
DB00653,16
DB09090,0
DB00206,16
DB00206,0
DB00470,16
DB00470,0
DB00557,16
DB00557,0
DB00972,16
DB09220,0
DB00750,16
DB13142,0
DB00753,16
DB00753,0
DB00752,16
DB00752,0
DB01017,16
DB01017,0
DB00754,16
DB00754,0
DB00484,16
DB06016,0
DB00484,16
DB00337,0
DB09072,16
DB00896,0
DB00486,16
DB01577,0
DB01174,16
DB01174,0
DB00366,16
DB09146,0
DB09072,16
DB00210,0
DB01353,16
DB01353,0
DB00829,16
DB00829,0
DB01551,16
DB00614,0
DB01159,16
DB05521,0
DB06204,16
DB06204,0
DB00486,16
DB00486,0
DB00750,16
DB01036,0
DB00753,16
DB00493,0
DB00752,16
DB00752,0
DB00754,16
DB00754,0
DB01219,16
DB06201,0
DB00653,16
DB01204,0
DB00683,16
DB00683,0
DB00486,16
DB00677,0
DB00366,16
DB00366,0
DB01174,16
DB00759,0
DB06204,16
DB06204,0
DB00366,16
DB00366,0
DB06204,16
DB06204,0
DB01621,16
DB01621,0
DB09072,16
DB09072,0
DB00683,16
DB09120,0
DB00370,16
DB00370,0
DB00557,16
DB00557,0
DB09072,16
DB09072,0
DB00366,16
DB09031,0
DB08922,16
DB00724,0
DB08883,16
DB00746,0
DB01017,16
DB01017,0
DB00653,16
DB00653,0
DB06204,16
DB06204,0
DB00486,16
DB00486,0
DB00653,16
DB00653,0
DB01463,16
DB00775,0
DB00486,16
DB00486,0
DB00653,16
DB00653,0
DB00737,16
DB06696,0
DB00470,16
DB00470,0
DB08883,16
DB08883,0
DB00557,16
DB00557,0
DB06594,16
DB06594,0
DB01595,16
DB01595,0
DB00898,16
DB01155,0
DB09072,16
DB09072,0
DB00420,16
DB00420,0
DB01017,16
DB01017,0
DB00363,16
DB00363,0
DB01624,16
DB01624,0
DB00904,16
DB00904,0
DB01452,16
DB01452,0
DB01065,16
DB00027,0
DB08883,16
DB00634,0
DB00363,16
DB00363,0
DB00193,16
DB06800,0
DB00356,16
DB00356,0
DB00366,16
DB00487,0
DB00611,16
DB00611,0
DB00653,16
DB00653,0
DB08922,16
DB01044,0
DB01355,16
DB00266,0
DB06204,16
DB09026,0
DB00366,16
DB00366,0
DB01624,16
DB06150,0
DB00366,16
DB00712,0
DB00628,16
DB06691,0
DB00653,16
DB00852,0
DB01017,16
DB01017,0
DB08883,16
DB01397,0
DB00623,16
DB00623,0
DB06204,16
DB05351,0
DB08883,16
DB08883,0
DB09072,16
DB09072,0
DB06204,16
DB01370,0
DB08883,16
DB08883,0
DB09072,16
DB09072,0
DB00486,16
DB06792,0
DB00484,16
DB09020,0
DB09166,16
DB09166,0
DB01551,16
DB01551,0
DB01161,16
DB01161,0
DB00312,16
DB00312,0
DB06204,16
DB09067,0
DB00470,16
DB00470,0
DB00477,16
DB00477,0
DB00962,16
DB00962,0
DB06204,16
DB06204,0
DB00813,16
DB00883,0
DB09072,16
DB08827,0
DB13025,16
DB13025,0
DB00818,16
DB00818,0
DB00653,16
DB01263,0
DB00690,16
DB00690,0
DB00557,16
DB01288,0
DB00950,16
DB00950,0
DB09068,16
DB09068,0
DB00193,16
DB00482,0
DB01017,16
DB01017,0
DB00484,16
DB00484,0
DB06204,16
DB06204,0
DB00454,16
DB00454,0
DB00470,16
DB00470,0
DB00458,16
DB09134,0
DB08883,16
DB01211,0
DB00486,16
DB00486,0
DB00475,16
DB00475,0
DB00484,16
DB00484,0
DB00477,16
DB00354,0
DB00754,16
DB01107,0
DB00750,16
DB00750,0
DB06204,16
DB01326,0
DB00752,16
DB00752,0
DB00753,16
DB01139,0
DB08883,16
DB08883,0
DB00611,16
DB09167,0
DB00967,16
DB00967,0
DB08883,16
DB01094,0
DB00484,16
DB00484,0
DB00486,16
DB00486,0
DB00241,16
DB00241,0
DB00653,16
DB00653,0
DB00246,16
DB08875,0
DB01017,16
DB01060,0
DB06204,16
DB00845,0
DB00366,16
DB00366,0
DB01209,16
DB09321,0
DB09072,16
DB09072,0
DB00653,16
DB01083,0
DB08987,16
DB08987,0
DB09068,16
DB09068,0
DB00653,16
DB00653,0
DB09009,16
DB09009,0
DB00470,16
DB00470,0
DB09166,16
DB09166,0
DB08883,16
DB09265,0
DB00470,16
DB00470,0
DB08883,16
DB08883,0
DB00470,16
DB06710,0
DB00653,16
DB00653,0
DB01017,16
DB01017,0
DB00283,16
DB01240,0
DB00281,16
DB01180,0
DB01558,16
DB01558,0
DB00273,16
DB00273,0
DB08883,16
DB09156,0
DB05246,16
DB05246,0
DB06594,16
DB00177,0
DB01142,16
DB01259,0
DB00484,16
DB01140,0
DB00486,16
DB00486,0
DB00366,16
DB01326,0
DB00366,16
DB00366,0
DB00366,16
DB00795,0
DB01501,16
DB01501,0
DB00588,16
DB01332,0
DB01075,16
DB01075,0
DB09085,16
DB09085,0
DB00366,16
DB01605,0
DB09072,16
DB00228,0
DB00904,16
DB00904,0
DB00679,16
DB13139,0
DB00907,16
DB00907,0
DB00298,16
DB00298,0
DB06204,16
DB06204,0
DB06204,16
DB06204,0
DB00295,16
DB00295,0
DB00296,16
DB00296,0
DB00366,16
DB00204,0
DB00909,16
DB00909,0
DB00292,16
DB00292,0
DB00844,16
DB00300,0
DB01624,16
DB01624,0
DB00486,16
DB11148,0
DB00484,16
DB00484,0
DB00842,16
DB08918,0
DB09345,16
DB03128,0
DB00653,16
DB00653,0
DB00652,16
DB00652,0
DB09342,16
DB01067,0
DB09072,16
DB09072,0
DB04844,16
DB00234,0
DB00633,16
DB01217,0
DB06690,16
DB00578,0
DB00189,16
DB01205,0
DB01002,16
DB09082,0
DB08883,16
DB00134,0
DB00186,16
DB11636,0
DB00366,16
DB00366,0
DB00484,16
DB00484,0
DB01239,16
DB01239,0
DB00486,16
DB00486,0
DB01236,16
DB06771,0
DB09072,16
DB09072,0
DB04946,16
DB00861,0
DB00557,16
DB01331,0
DB06716,16
DB00264,0
DB00470,16
DB00470,0
DB11609,16
DB11609,0
DB00423,16
DB01130,0
DB00557,16
DB00557,0
DB00653,16
DB00653,0
DB01028,16
DB01028,0
DB00831,16
DB00738,0
DB00854,16
DB00267,0
DB00470,16
DB00518,0
DB01623,16
DB01623,0
DB00835,16
DB00835,0
DB00875,16
DB00875,0
DB01017,16
DB01017,0
DB01353,16
DB00184,0
DB06204,16
DB06204,0
DB00420,16
DB00420,0
DB00470,16
DB06207,0
DB00502,16
DB00502,0
DB00949,16
DB00603,0
DB01159,16
DB00836,0
DB08883,16
DB08883,0
DB01623,16
DB00381,0
DB00484,16
DB00484,0
DB00508,16
DB00415,0
DB00486,16
DB00561,0
DB01151,16
DB01414,0
DB13025,16
DB13025,0
DB00333,16
DB00333,0
DB00996,16
DB01096,0
DB09072,16
DB00443,0
DB01017,16
DB01017,0
DB01551,16
DB00213,0
DB01466,16
DB00734,0
DB00557,16
DB00557,0
DB08883,16
DB08883,0
DB00366,16
DB01189,0
DB00557,16
DB01232,0
DB00557,16
DB08820,0
DB00588,16
DB00588,0
DB13872,16
DB09257,0
DB00557,16
DB00557,0
DB00470,16
DB00470,0
DB00484,16
DB00577,0
DB01017,16
DB01017,0
DB00486,16
DB01204,0
DB00653,16
DB00653,0
DB00802,16
DB00307,0
DB00653,16
DB00653,0
DB09072,16
DB09072,0
DB09286,16
DB13142,0
DB00633,16
DB00724,0
DB01017,16
DB01017,0
DB00470,16
DB00470,0
DB08883,16
DB08883,0
DB00625,16
DB00625,0
DB05246,16
DB08806,0
DB06204,16
DB06204,0
DB00366,16
DB00366,0
DB01151,16
DB01151,0
DB00433,16
DB01015,0
DB01041,16
DB00914,0
DB00477,16
DB00477,0
DB00474,16
DB00563,0
DB00475,16
DB00475,0
DB06204,16
DB06204,0
DB00470,16
DB00741,0
DB08883,16
DB00336,0
DB00628,16
DB00628,0
DB08883,16
DB08883,0
DB00577,16
DB00677,0
DB09009,16
DB00561,0
DB06153,16
DB09555,0
DB00206,16
DB00187,0
DB06204,16
DB06204,0
DB00176,16
DB00396,0
DB00252,16
DB00252,0
DB08883,16
DB00692,0
DB09072,16
DB09072,0
DB00949,16
DB00805,0
DB00962,16
DB00962,0
DB09072,16
DB09072,0
DB06216,16
DB00738,0
DB06204,16
DB06204,0
DB00176,16
DB00176,0
DB00427,16
DB00936,0
DB00653,16
DB00653,0
DB06204,16
DB00184,0
DB00470,16
DB01179,0
DB08883,16
DB00896,0
DB01100,16
DB01100,0
DB09068,16
DB01218,0
DB00502,16
DB00502,0
DB00557,16
DB00740,0
DB00409,16
